product_id,event_type,count(event_type)
5758502,cart,5
5758502,remove_from_cart,2
5758502,purchase,1
5758502,view,22
5758503,remove_from_cart,1
5758503,purchase,2
5758503,cart,2
5758503,view,4
5758509,purchase,5
5758509,cart,11
5758509,view,20
5758509,remove_from_cart,10
5758514,view,1
5758520,view,1
5758522,purchase,3
5758522,remove_from_cart,8
5758522,view,13
5758522,cart,10
5758523,purchase,2
5758523,remove_from_cart,2
5758523,cart,9
5758523,view,7
5758525,view,17
5758525,purchase,1
5758525,cart,2
5758598,view,1
5758608,cart,1
5758608,view,10
5758618,view,7
5758618,cart,3
5758619,view,4
5758619,cart,3
5758620,cart,3
5758620,view,3
5758621,cart,3
5758621,view,3
5758623,cart,1
5758625,cart,2
5758625,view,2
5758626,view,4
5758626,cart,3
5758627,cart,4
5758627,view,7
5758627,remove_from_cart,1
5758628,view,4
5758628,cart,2
5758629,cart,2
5758629,view,4
5758630,cart,4
5758630,remove_from_cart,1
5758630,view,5
5758630,purchase,2
5758840,purchase,1
5758840,cart,2
5758840,view,3
5758840,remove_from_cart,1
5758841,view,3
5758922,remove_from_cart,1
5758922,view,4
5758922,cart,4
5758923,view,5
5758923,cart,2
5758924,cart,4
5758924,view,2
5758924,purchase,1
5758924,remove_from_cart,1
5758925,cart,3
5758925,remove_from_cart,2
5758925,view,5
5758926,remove_from_cart,1
5758926,cart,5
5758926,view,6
5758927,view,3
5758927,cart,3
5758927,remove_from_cart,1
5758929,purchase,2
5758929,cart,11
5758929,remove_from_cart,5
5758929,view,8
5758930,cart,2
5758930,view,6
5758931,cart,2
5758931,view,2
5758932,cart,2
5758932,view,4
5758933,view,2
5758933,remove_from_cart,1
5758934,cart,2
5758934,view,3
5758935,view,3
5758935,cart,2
5758936,view,1
5758937,view,1
5758938,view,7
5758938,cart,2
5758939,purchase,1
5758939,cart,4
5758939,remove_from_cart,2
5758939,view,22
5758940,purchase,2
5758940,view,5
5758940,remove_from_cart,2
5758940,cart,11
5758941,purchase,1
5758941,cart,2
5758941,view,3
5758942,view,4
5758942,purchase,2
5758942,cart,5
5758942,remove_from_cart,3
5758943,cart,3
5758943,view,3
5758943,purchase,1
5758943,remove_from_cart,1
5758945,cart,2
5758945,view,2
5758946,purchase,2
5758946,cart,9
5758946,view,17
5758946,remove_from_cart,2
5758947,remove_from_cart,1
5758947,cart,2
5758947,view,6
5758948,cart,2
5758948,view,2
5758949,cart,3
5758949,purchase,1
5758949,view,5
5758950,cart,3
5758950,remove_from_cart,2
5758950,view,12
5758951,cart,2
5758951,view,3
5758952,purchase,1
5758952,view,14
5758952,cart,6
5758952,remove_from_cart,3
5758957,view,5
5758957,purchase,1
5758957,remove_from_cart,1
5758957,cart,5
5758958,remove_from_cart,4
5758958,cart,8
5758958,view,15
5758959,cart,4
5758959,view,5
5758960,view,6
5758960,cart,3
5758961,cart,7
5758961,purchase,5
5758961,view,17
5758961,remove_from_cart,6
5758962,purchase,1
5758962,cart,2
5758962,view,1
5758962,remove_from_cart,1
5758963,cart,6
5758963,view,9
5758963,purchase,2
5758963,remove_from_cart,9
5758964,remove_from_cart,4
5758964,view,3
5758964,cart,1
5758984,purchase,7
5758984,cart,30
5758984,view,28
5758984,remove_from_cart,14
5759104,remove_from_cart,7
5759104,purchase,3
5759104,view,15
5759104,cart,12
5759105,remove_from_cart,2
5759105,cart,7
5759105,purchase,3
5759105,view,12
5759106,remove_from_cart,3
5759106,purchase,1
5759106,cart,4
5759106,view,12
5759133,purchase,1
5759133,cart,1
5759133,view,1
5759134,cart,2
5759134,view,2
5759136,cart,1
5759137,cart,2
5759137,view,2
5759171,cart,7
5759171,remove_from_cart,3
5759171,view,21
5759172,cart,7
5759172,purchase,1
5759172,remove_from_cart,2
5759172,view,28
5759173,purchase,1
5759173,remove_from_cart,4
5759173,view,6
5759173,cart,5
5759174,cart,2
5759174,view,4
5759180,view,132
5759180,cart,16
5759180,purchase,3
5759180,remove_from_cart,6
5759181,remove_from_cart,2
5759181,view,12
5759181,cart,7
5759181,purchase,2
5759182,remove_from_cart,4
5759182,purchase,2
5759182,cart,5
5759182,view,6
5759183,remove_from_cart,3
5759183,view,58
5759183,cart,9
5759183,purchase,1
5759184,view,8
5759240,cart,3
5759240,view,4
5759240,remove_from_cart,1
5759279,view,396
5759279,remove_from_cart,58
5759279,cart,195
5759279,purchase,25
5759281,view,5
5759283,purchase,1
5759283,cart,2
5759283,view,7
5759283,remove_from_cart,1
5759284,view,7
5759284,remove_from_cart,1
5759284,cart,4
5759286,view,1
5759289,view,1
5759290,view,2
5759291,view,2
5759344,view,3
5759344,cart,2
5759345,cart,1
5759345,view,1
5759346,view,17
5759346,cart,6
5759346,remove_from_cart,5
5759347,remove_from_cart,3
5759347,cart,1
5759347,purchase,1
5759347,view,10
5759348,cart,5
5759348,remove_from_cart,2
5759348,view,11
5759349,cart,2
5759349,view,2
5759357,cart,2
5759357,view,6
5759358,cart,3
5759358,view,2
5759358,remove_from_cart,1
5759359,cart,2
5759359,remove_from_cart,1
5759359,view,6
5759360,view,2
5759361,view,4
5759361,cart,3
5759362,view,2
5759363,purchase,1
5759363,remove_from_cart,1
5759363,cart,5
5759363,view,9
5759364,view,8
5759364,cart,2
5759365,remove_from_cart,1
5759365,cart,2
5759365,view,3
5759365,purchase,1
5759366,view,1
5759380,cart,7
5759380,remove_from_cart,3
5759380,view,10
5759381,cart,7
5759381,purchase,1
5759381,view,13
5759381,remove_from_cart,1
5759382,remove_from_cart,13
5759382,purchase,4
5759382,view,39
5759382,cart,25
5759383,view,3
5759384,view,4
5759384,remove_from_cart,1
5759384,cart,2
5759385,purchase,6
5759385,remove_from_cart,15
5759385,view,71
5759385,cart,23
5759386,view,6
5759386,cart,3
5759387,cart,4
5759387,remove_from_cart,2
5759387,purchase,1
5759387,view,3
5759388,remove_from_cart,11
5759388,cart,26
5759388,view,101
5759388,purchase,4
5759469,remove_from_cart,6
5759469,purchase,4
5759469,cart,18
5759469,view,16
5759484,view,1
5759486,remove_from_cart,6
5759486,purchase,9
5759486,view,7
5759486,cart,2
5759487,cart,4
5759487,view,5
5759487,remove_from_cart,4
5759487,purchase,2
5759488,cart,9
5759488,view,16
5759488,remove_from_cart,7
5759488,purchase,4
5759489,remove_from_cart,5
5759489,cart,5
5759489,view,16
5759489,purchase,5
5759490,cart,6
5759490,purchase,4
5759490,remove_from_cart,4
5759490,view,13
5759491,remove_from_cart,56
5759491,purchase,35
5759491,view,118
5759491,cart,153
5759492,cart,210
5759492,purchase,45
5759492,remove_from_cart,69
5759492,view,298
5759507,cart,2
5759507,view,3
5759507,purchase,2
5759508,remove_from_cart,3
5759508,view,11
5759508,purchase,1
5759509,view,3
5759509,cart,2
5759509,remove_from_cart,1
5759884,view,1
5759887,remove_from_cart,1
5759887,cart,2
5759887,view,5
5759892,remove_from_cart,1
5759892,purchase,1
5759892,cart,5
5759892,view,10
5759893,view,4
5759893,cart,3
5759894,view,6
5759894,cart,2
5759896,cart,3
5759896,purchase,1
5759896,view,2
5759898,view,19
5759898,purchase,5
5759898,cart,8
5759898,remove_from_cart,4
5759899,cart,2
5759899,view,4
5759899,remove_from_cart,2
5759900,view,6
5759900,cart,3
5759900,remove_from_cart,2
5759901,remove_from_cart,3
5759913,cart,62
5759913,remove_from_cart,16
5759913,view,103
5759913,purchase,8
5759915,view,3
5759915,remove_from_cart,2
5759978,view,1
5759979,view,4
5759991,purchase,1
5759991,remove_from_cart,4
5759991,cart,8
5759991,view,14
5759992,view,8
5759992,cart,2
5759992,remove_from_cart,2
5759993,cart,2
5759993,view,7
5759993,remove_from_cart,1
5759994,view,13
5759994,cart,5
5759994,purchase,5
5759994,remove_from_cart,6
5759997,view,24
5759997,remove_from_cart,1
5759997,cart,5
5759998,view,6
5760000,remove_from_cart,1
5760001,view,10
5760001,remove_from_cart,1
5760001,cart,2
5760001,purchase,2
5760002,remove_from_cart,1
5760002,purchase,1
5760002,cart,7
5760002,view,29
5760003,view,18
5760005,view,1
5760096,cart,48
5760096,remove_from_cart,23
5760096,purchase,14
5760096,view,142
5760097,view,7
5760097,purchase,1
5760097,cart,7
5760097,remove_from_cart,7
5760163,cart,2
5760163,view,3
5760163,remove_from_cart,1
5760165,cart,2
5760165,view,2
5760169,cart,2
5760169,view,2
5760170,view,3
5760173,view,194
5760173,remove_from_cart,35
5760173,cart,105
5760173,purchase,21
5760181,view,5
5760181,cart,2
5760181,remove_from_cart,1
5760183,cart,3
5760183,view,2
5760327,remove_from_cart,6
5760327,purchase,1
5760327,view,17
5760327,cart,8
5760328,cart,1
5760328,view,8
5760334,view,4
5760334,cart,6
5760334,purchase,5
5760334,remove_from_cart,5
5760335,cart,12
5760335,remove_from_cart,5
5760335,view,9
5760335,purchase,4
5760336,purchase,7
5760336,remove_from_cart,6
5760336,cart,13
5760336,view,12
5760337,remove_from_cart,4
5760337,cart,3
5760337,view,3
5760338,remove_from_cart,10
5760338,purchase,6
5760338,view,56
5760338,cart,13
5760339,view,6
5760339,remove_from_cart,3
5760339,cart,5
5760340,remove_from_cart,1
5760340,cart,3
5760340,view,14
5760340,purchase,3
5760341,view,6
5760341,remove_from_cart,1
5760341,cart,4
5760341,purchase,2
5760342,cart,2
5760342,view,9
5760343,view,3
5760343,cart,3
5760344,remove_from_cart,1
5760344,view,1
5760344,purchase,1
5760345,purchase,1
5760345,remove_from_cart,4
5760345,cart,6
5760345,view,7
5760346,view,5
5760346,cart,4
5760346,remove_from_cart,1
5760346,purchase,1
5760347,purchase,2
5760347,cart,3
5760347,remove_from_cart,1
5760347,view,2
5760348,cart,2
5760348,view,2
5760349,cart,2
5760349,view,2
5760349,purchase,1
5760349,remove_from_cart,1
5760350,remove_from_cart,1
5760351,view,3
5760351,remove_from_cart,1
5760351,cart,2
5760352,cart,2
5760352,view,3
5760354,cart,2
5760354,view,2
5760355,cart,2
5760355,view,2
5760356,cart,2
5760356,view,2
5760358,view,3
5760359,view,30
5760359,cart,7
5760359,remove_from_cart,4
5760359,purchase,2
5760360,view,118
5760360,purchase,2
5760360,remove_from_cart,2
5760360,cart,13
5760375,view,4
5760375,remove_from_cart,1
5760375,cart,2
5760377,cart,2
5760377,view,3
5760377,remove_from_cart,1
5760378,remove_from_cart,1
5760380,view,9
5760380,cart,4
5760380,remove_from_cart,1
5760380,purchase,2
5760522,view,6
5760522,cart,4
5760523,cart,2
5760523,view,3
5760523,remove_from_cart,1
5760524,cart,2
5760524,view,2
5760525,view,1
5760525,remove_from_cart,1
5760525,purchase,2
5760526,purchase,2
5760526,cart,2
5760526,view,3
5760527,cart,2
5760527,view,4
5760527,purchase,2
5760529,cart,4
5760529,view,7
5760529,purchase,1
5760530,cart,3
5760530,remove_from_cart,1
5760530,purchase,1
5760530,view,5
5760599,view,1
5760600,cart,4
5760600,view,18
5760600,remove_from_cart,2
5760729,view,3
5760752,remove_from_cart,1
5760753,cart,1
5760753,purchase,1
5760753,view,1
5760754,view,4
5760754,cart,2
5760754,purchase,1
5760754,remove_from_cart,2
5760755,cart,2
5760755,view,4
5760755,remove_from_cart,1
5760756,view,1
5760757,view,1
5760760,view,2
5760761,view,5
5760761,purchase,1
5760761,cart,3
5760763,view,16
5760763,cart,11
5760763,purchase,2
5760763,remove_from_cart,7
5760764,remove_from_cart,6
5760764,purchase,3
5760764,view,6
5760764,cart,8
5760765,cart,34
5760765,view,19
5760765,remove_from_cart,14
5760765,purchase,4
5760766,view,6
5760766,remove_from_cart,8
5760766,cart,8
5760766,purchase,2
5760767,remove_from_cart,2
5760767,view,1
5760767,cart,2
5760768,purchase,1
5760768,view,4
5760768,cart,12
5760768,remove_from_cart,9
5760769,cart,3
5760769,remove_from_cart,1
5760769,view,3
5760770,view,2
5760770,remove_from_cart,1
5760770,cart,3
5760771,view,3
5760771,purchase,1
5760771,cart,1
5760771,remove_from_cart,3
5760772,view,23
5760772,purchase,6
5760772,remove_from_cart,14
5760772,cart,14
5760773,cart,7
5760773,remove_from_cart,4
5760773,view,2
5760774,remove_from_cart,1
5760774,view,1
5760775,remove_from_cart,4
5760775,cart,1
5760775,view,1
5760776,cart,7
5760776,remove_from_cart,5
5760776,purchase,2
5760776,view,8
5760777,view,2
5760778,view,8
5760778,cart,4
5760779,remove_from_cart,3
5760779,cart,2
5760779,purchase,1
5760779,view,7
5760780,view,6
5760780,remove_from_cart,8
5760780,cart,8
5760780,purchase,2
5760781,purchase,1
5760781,cart,3
5760781,view,3
5760781,remove_from_cart,6
5760782,cart,3
5760782,purchase,2
5760782,remove_from_cart,2
5760782,view,1
5760783,cart,22
5760783,view,24
5760783,remove_from_cart,10
5760783,purchase,2
5760784,cart,1
5760784,view,1
5760784,remove_from_cart,2
5760785,remove_from_cart,19
5760785,cart,8
5760785,purchase,2
5760785,view,3
5760786,view,7
5760786,purchase,3
5760786,cart,8
5760786,remove_from_cart,3
5760787,view,6
5760787,cart,1
5760787,remove_from_cart,3
5760788,view,6
5760788,remove_from_cart,4
5760788,cart,5
5760789,view,71
5760789,purchase,11
5760789,cart,67
5760789,remove_from_cart,30
5760790,view,8
5760790,remove_from_cart,5
5760790,purchase,1
5760790,cart,2
5760791,view,16
5760791,remove_from_cart,6
5760791,purchase,3
5760791,cart,14
5760796,remove_from_cart,3
5760796,cart,6
5760796,view,22
5760796,purchase,2
5760798,view,1
5760799,cart,2
5760799,view,2
5760799,remove_from_cart,2
5760800,cart,3
5760800,view,5
5760801,view,4
5760801,purchase,1
5760801,remove_from_cart,2
5760801,cart,3
5760804,view,1
5760806,remove_from_cart,2
5760806,view,5
5760806,cart,3
5760860,view,1
5761035,cart,1
5761035,view,2
5761036,remove_from_cart,1
5761036,cart,2
5761036,view,3
5761037,cart,2
5761037,remove_from_cart,1
5761037,view,5
5761038,remove_from_cart,2
5761038,purchase,2
5761038,view,4
5761038,cart,1
5761039,remove_from_cart,1
5761039,view,3
5761039,cart,3
5761116,remove_from_cart,4
5761116,view,17
5761116,cart,8
5761116,purchase,2
5761117,view,3
5761117,cart,2
5761118,cart,2
5761118,purchase,1
5761118,remove_from_cart,1
5761118,view,11
5761119,view,3
5761119,cart,2
5761119,purchase,1
5761284,purchase,5
5761284,cart,9
5761284,remove_from_cart,5
5761284,view,28
5761285,view,20
5761285,cart,15
5761285,remove_from_cart,10
5761285,purchase,2
5761286,view,4
5761286,remove_from_cart,1
5761286,cart,3
5761287,cart,2
5761287,view,3
5761287,purchase,1
5761288,view,1
5761297,remove_from_cart,13
5761297,view,150
5761297,cart,28
5761310,view,2
5761311,view,6
5761311,purchase,1
5761311,remove_from_cart,1
5761311,cart,2
5761312,cart,3
5761312,remove_from_cart,1
5761312,view,3
5761313,cart,1
5761313,purchase,1
5761313,view,2
5761411,remove_from_cart,29
5761411,view,147
5761411,purchase,17
5761411,cart,95
5761412,remove_from_cart,9
5761412,cart,15
5761412,purchase,10
5761412,view,28
5761418,cart,3
5761418,view,5
5761439,cart,2
5761439,view,2
5761439,remove_from_cart,2
5761440,view,1
5761442,view,1
5761443,view,1
5761444,cart,1
5761444,purchase,1
5761444,view,3
5761445,view,5
5761445,remove_from_cart,1
5761447,view,3
5761448,view,2
5761450,view,2
5761451,view,3
5761452,view,4
5761453,remove_from_cart,2
5761453,cart,5
5761453,view,34
5761453,purchase,1
5761454,view,2
5761455,purchase,1
5761455,cart,4
5761455,view,16
5761455,remove_from_cart,1
5761622,view,7
5761622,cart,4
5761622,remove_from_cart,2
5761623,cart,3
5761623,view,2
5761623,remove_from_cart,1
5761624,view,1
5762152,view,15
5762152,remove_from_cart,3
5762152,purchase,2
5762152,cart,7
5762153,remove_from_cart,3
5762153,purchase,1
5762153,cart,6
5762153,view,13
5762154,view,4
5762155,cart,2
5762155,view,3
5762155,remove_from_cart,1
5762156,purchase,1
5762156,view,2
5762156,cart,3
5762157,view,4
5762157,cart,3
5762157,remove_from_cart,1
5762158,cart,2
5762158,view,3
5762159,view,1
5762159,purchase,1
5762161,cart,7
5762161,purchase,9
5762161,view,8
5762161,remove_from_cart,7
5762493,cart,2
5762493,view,2
5762495,cart,2
5762495,view,2
5762498,view,1
5762499,cart,1
5762499,view,1
5762501,view,2
5762501,cart,3
5762501,purchase,1
5762504,cart,2
5762504,view,2
5762507,cart,2
5762507,view,2
5762510,cart,1
5762510,view,1
5762513,cart,3
5762513,remove_from_cart,1
5762513,view,5
5762514,cart,3
5762514,view,2
5762515,cart,2
5762515,view,4
5762516,view,3
5762516,cart,2
5762517,cart,2
5762517,view,3
5762519,cart,2
5762519,view,2
5762520,cart,2
5762520,view,2
5762520,remove_from_cart,1
5762521,cart,2
5762521,view,2
5762522,cart,2
5762522,view,3
5762523,view,1
5762525,remove_from_cart,1
5762526,cart,2
5762526,view,3
5762527,cart,2
5762527,view,2
5762529,cart,2
5762529,view,2
5762530,cart,2
5762530,view,2
5762532,cart,2
5762532,view,2
5762533,cart,2
5762533,view,2
5762535,cart,2
5762535,view,2
5762535,purchase,1
5762538,view,2
5762542,cart,2
5762542,view,2
5762545,cart,2
5762545,view,2
5762549,cart,2
5762549,view,2
5762550,cart,2
5762550,view,2
5762552,cart,2
5762552,view,3
5762553,cart,2
5762553,view,3
5762556,view,2
5762556,cart,1
5762556,remove_from_cart,1
5762682,cart,1
5762682,view,1
5762724,cart,2
5762724,view,2
5762725,cart,2
5762725,purchase,1
5762725,view,3
5762728,view,5
5762728,cart,2
5762831,cart,2
5762831,view,2
5762832,remove_from_cart,1
5762833,view,2
5762833,remove_from_cart,1
5762833,cart,1
5762834,cart,2
5762834,view,2
5762834,remove_from_cart,1
5762834,purchase,1
5762835,cart,2
5762835,view,3
5762835,purchase,1
5762836,remove_from_cart,1
5762837,cart,2
5762837,view,2
5762838,cart,2
5762838,view,2
5762840,cart,2
5762840,view,2
5762841,cart,2
5762841,view,2
5762842,cart,2
5762842,view,2
5762843,cart,1
5762843,view,1
5762844,cart,2
5762844,view,2
5762845,cart,3
5762845,view,3
5762846,cart,2
5762846,view,2
5762847,cart,2
5762847,view,3
5762848,cart,2
5762848,view,2
5762849,cart,2
5762849,view,2
5762849,purchase,1
5762850,remove_from_cart,1
5762850,cart,2
5762850,view,2
5762851,view,1
5762852,cart,2
5762852,view,2
5762852,purchase,1
5762853,cart,2
5762853,view,2
5762854,cart,2
5762854,view,2
5762855,view,4
5762855,cart,3
5762856,cart,2
5762856,view,2
5762859,cart,2
5762859,view,2
5762860,remove_from_cart,1
5762861,view,1
5762862,cart,2
5762862,view,3
5762863,cart,2
5762863,view,2
5762864,cart,2
5762864,view,2
5762865,cart,1
5762865,view,2
5762866,cart,2
5762866,view,2
5762868,cart,2
5762868,view,2
5762869,cart,2
5762869,view,2
5762870,cart,2
5762870,view,2
5762871,cart,2
5762871,view,2
5762872,cart,2
5762872,view,2
5762873,cart,2
5762873,view,2
5762874,cart,2
5762874,view,2
5762875,cart,2
5762875,view,2
5762876,cart,2
5762876,view,2
5763206,view,1
5763207,view,1
5763207,cart,7
5763208,purchase,1
5763208,cart,1
5763211,view,1
5763215,view,3
5763215,cart,2
5763219,remove_from_cart,1
5763220,remove_from_cart,1
5763238,purchase,9
5763238,view,194
5763238,cart,50
5763238,remove_from_cart,32
5763240,view,1
5763275,purchase,3
5763275,view,35
5763275,cart,9
5763275,remove_from_cart,3
5763379,view,583
5763379,remove_from_cart,67
5763379,cart,165
5763379,purchase,37
5763380,view,84
5763380,remove_from_cart,16
5763380,purchase,2
5763380,cart,17
5763395,view,1
5763396,cart,3
5763396,view,2
5763396,remove_from_cart,2
5763397,view,2
5763397,cart,1
5763398,view,2
5763403,cart,1
5763403,view,1
5763404,cart,2
5763404,view,5
5763405,view,1
5763413,cart,6
5763413,purchase,2
5763413,remove_from_cart,2
5763413,view,13
5763414,cart,3
5763414,view,2
5763414,remove_from_cart,1
5763415,cart,2
5763415,view,2
5763416,cart,2
5763416,view,7
5763416,purchase,1
5763438,view,1
5763438,purchase,2
5763439,cart,3
5763439,remove_from_cart,1
5763439,view,2
5763440,cart,1
5763440,view,2
5763604,cart,2
5763604,view,2
5763611,cart,2
5763611,view,2
5763612,cart,2
5763612,view,2
5763613,cart,2
5763613,view,4
5763614,cart,2
5763614,view,3
5763615,cart,2
5763615,view,3
5763616,cart,2
5763616,view,2
5763617,cart,2
5763617,view,2
5763619,cart,2
5763619,view,2
5763621,view,2
5763624,view,1
5763626,view,2
5763627,cart,2
5763627,view,2
5763758,view,5
5763758,cart,4
5763759,remove_from_cart,2
5763759,cart,5
5763759,view,13
5763761,view,1
5763841,view,13
5763841,purchase,1
5763841,cart,2
5763842,view,65
5763842,purchase,2
5763842,cart,7
5763843,cart,8
5763843,view,29
5763843,purchase,1
5763908,cart,2
5763908,view,2
5763909,cart,2
5763909,view,5
5763929,view,1
5763931,cart,2
5763931,view,2
5763933,purchase,4
5763933,cart,17
5763933,remove_from_cart,4
5763933,view,25
5763938,view,5
5763938,cart,2
5763939,remove_from_cart,2
5763942,remove_from_cart,2
5763942,purchase,1
5763942,view,8
5763942,cart,2
5763946,cart,2
5763946,view,2
5763947,cart,2
5763947,view,2
5763948,cart,2
5763948,remove_from_cart,1
5763948,view,3
5763953,cart,2
5763953,view,3
5763991,cart,5
5763991,remove_from_cart,2
5763991,view,9
5763994,cart,2
5763994,view,4
5764003,view,7
5764300,view,1
5764301,cart,3
5764301,remove_from_cart,1
5764301,view,3
5764303,cart,2
5764303,view,2
5764305,cart,3
5764305,view,3
5764305,remove_from_cart,2
5764307,cart,2
5764307,view,12
5764308,remove_from_cart,1
5764308,view,1
5764308,cart,2
5764309,cart,4
5764309,remove_from_cart,1
5764309,view,4
5764313,view,7
5764313,remove_from_cart,2
5764313,cart,3
5764496,view,1
5764497,view,7
5764498,view,1
5764499,view,2
5764500,cart,1
5764500,view,15
5764529,view,3
5764530,view,1
5764531,remove_from_cart,2
5764531,cart,3
5764531,view,6
5764532,view,3
5764535,view,1
5764538,view,2
5764542,cart,5
5764542,remove_from_cart,1
5764542,view,5
5764543,cart,4
5764543,view,11
5764543,remove_from_cart,2
5764544,cart,2
5764544,view,2
5764545,cart,2
5764545,remove_from_cart,1
5764545,view,4
5764546,view,1
5764548,cart,2
5764548,view,2
5764548,remove_from_cart,1
5764549,cart,3
5764549,purchase,2
5764549,view,2
5764549,remove_from_cart,3
5764550,view,4
5764550,cart,3
5764629,view,1
5764631,cart,2
5764631,view,4
5764631,remove_from_cart,2
5764632,cart,4
5764632,view,7
5764632,purchase,1
5764632,remove_from_cart,1
5764633,remove_from_cart,2
5764633,view,2
5764633,cart,2
5764634,cart,1
5764634,view,4
5764635,cart,1
5764635,view,2
5764638,purchase,2
5764638,remove_from_cart,1
5764638,view,210
5764638,cart,14
5764640,view,2
5764641,cart,8
5764641,view,11
5764641,purchase,1
5764641,remove_from_cart,1
5764642,cart,1
5764656,view,28
5764656,remove_from_cart,5
5764656,cart,15
5764656,purchase,5
5764707,view,1
5764708,view,1
5764710,view,2
5764711,view,1
5764713,purchase,1
5764713,cart,5
5764713,view,43
5764713,remove_from_cart,5
5764714,cart,47
5764714,purchase,19
5764714,view,196
5764714,remove_from_cart,18
5764715,purchase,6
5764715,remove_from_cart,22
5764715,cart,42
5764715,view,170
5764716,cart,125
5764716,remove_from_cart,49
5764716,purchase,26
5764716,view,283
5764718,remove_from_cart,5
5764718,cart,5
5764718,view,19
5764730,purchase,7
5764730,cart,13
5764730,remove_from_cart,4
5764730,view,37
5764731,view,3
5764731,cart,2
5764732,cart,2
5764732,view,3
5764732,remove_from_cart,2
5764733,cart,2
5764733,view,2
5764734,view,1
5764735,view,3
5764737,view,6
5764738,cart,2
5764738,view,3
5764742,cart,2
5764742,view,2
5764742,remove_from_cart,1
5764743,purchase,1
5764743,cart,5
5764743,view,4
5764744,remove_from_cart,2
5764744,cart,2
5764744,view,3
5764745,remove_from_cart,2
5764745,cart,5
5764745,view,6
5764745,purchase,2
5764746,view,4
5764746,cart,2
5764746,remove_from_cart,2
5764747,view,6
5764747,cart,2
5764747,purchase,1
5764747,remove_from_cart,2
5764748,cart,2
5764748,view,2
5764748,remove_from_cart,1
5764749,view,4
5764749,cart,4
5764750,purchase,2
5764750,view,33
5764750,cart,22
5764750,remove_from_cart,10
5764751,cart,2
5764751,view,3
5764751,remove_from_cart,1
5764986,view,6
5764986,cart,3
5764987,cart,4
5764987,view,6
5764987,remove_from_cart,1
5764988,cart,3
5764988,remove_from_cart,2
5764988,view,7
5764989,view,37
5764989,remove_from_cart,4
5764989,cart,13
5764989,purchase,5
5764990,cart,12
5764990,remove_from_cart,6
5764990,view,21
5764990,purchase,2
5764991,view,7
5764991,cart,2
5764992,view,6
5764992,cart,5
5764992,purchase,1
5764992,remove_from_cart,1
5765144,cart,1
5765144,view,1
5765144,remove_from_cart,2
5765145,view,2
5765145,cart,3
5765146,cart,2
5765146,view,2
5765147,view,2
5765147,cart,3
5765148,cart,2
5765148,view,4
5765148,remove_from_cart,1
5765150,view,2
5765151,cart,2
5765151,view,2
5765152,view,1
5765153,view,1
5765154,view,1
5765155,cart,1
5765156,cart,2
5765156,view,2
5765157,cart,2
5765157,view,2
5765193,cart,14
5765193,remove_from_cart,11
5765193,purchase,4
5765193,view,11
5765219,cart,2
5765219,view,3
5765224,view,5
5765224,cart,3
5765225,view,1
5765252,cart,2
5765252,view,3
5765252,remove_from_cart,2
5765253,remove_from_cart,1
5765253,cart,5
5765253,view,4
5765267,view,1
5765267,purchase,1
5765268,view,4
5765268,cart,5
5765269,purchase,2
5765269,cart,2
5765269,view,3
5765269,remove_from_cart,1
5765270,cart,2
5765270,view,2
5765271,view,2
5765272,view,1
5765274,view,2
5765277,remove_from_cart,2
5765277,cart,4
5765277,view,10
5765277,purchase,1
5765334,view,5
5765335,remove_from_cart,1
5765335,purchase,2
5765335,view,5
5765335,cart,5
5765342,view,2
5765343,view,1
5765358,cart,2
5765358,remove_from_cart,1
5765358,view,30
5765359,view,35
5765361,view,1
5765362,view,32
5765509,view,12
5765509,remove_from_cart,5
5765509,cart,3
5765509,purchase,7
5765550,view,6
5765551,cart,3
5765551,view,4
5765552,cart,3
5765552,view,2
5765553,cart,27
5765553,view,60
5765553,remove_from_cart,13
5765553,purchase,1
5765554,cart,9
5765554,view,48
5765554,remove_from_cart,9
5765554,purchase,3
5765655,cart,3
5765655,remove_from_cart,1
5765655,purchase,1
5765655,view,11
5765656,view,12
5765656,purchase,3
5765656,cart,3
5765657,view,8
5765657,purchase,1
5765657,cart,3
5765702,cart,2
5765702,view,2
5765703,cart,2
5765703,view,3
5765704,view,1
5765704,cart,1
5765704,purchase,1
5765705,remove_from_cart,1
5765705,view,102
5765705,cart,4
5765707,view,5
5765708,view,1
5765709,cart,2
5765709,view,10
5765710,cart,2
5765710,view,2
5765711,remove_from_cart,2
5765711,purchase,2
5765711,cart,4
5765711,view,4
5765712,remove_from_cart,3
5765712,cart,1
5765712,view,1
5765713,cart,2
5765713,view,3
5765714,cart,3
5765714,view,2
5765715,view,3
5765715,cart,2
5765715,purchase,1
5765716,cart,2
5765716,view,3
5765718,view,3
5765718,cart,2
5765719,cart,2
5765719,view,4
5765720,cart,3
5765720,view,3
5765721,purchase,1
5765721,view,1
5765722,cart,2
5765722,view,2
5765723,view,1
5765724,cart,1
5765724,purchase,1
5765724,view,3
5765725,cart,2
5765725,view,4
5765726,remove_from_cart,1
5765727,cart,2
5765727,view,2
5765728,cart,2
5765728,view,3
5765729,view,1
5765730,cart,5
5765730,view,7
5765730,purchase,1
5765730,remove_from_cart,2
5765731,view,7
5765731,cart,2
5765732,cart,3
5765732,view,8
5765733,cart,2
5765733,view,2
5765734,cart,4
5765734,remove_from_cart,1
5765734,view,7
5765735,cart,1
5765735,view,2
5765736,view,1
5765737,purchase,1
5765737,cart,4
