product_id,time_viewed,top
5769875,939,146
5688835,939,146
5888061,933,148
5649271,932,149
5597836,930,150
5809297,927,151
5884577,917,152
5588154,908,153
5597835,906,154
5861761,904,155
5372,901,156
5802432,900,157
5770055,897,158
5879286,897,158
5824810,890,160
5739493,888,161
5759492,888,161
5700046,887,163
5769914,886,164
5789896,882,165
4965,882,165
5841190,880,167
5686925,879,168
5804649,864,169
5857360,861,170
5687743,860,171
5885388,849,172
5836843,844,173
5635118,843,174
5670733,843,174
5817159,843,174
5836522,837,177
5694897,835,178
5847870,831,179
5736504,828,180
5812128,828,180
5585656,824,182
5891173,821,183
5627738,816,184
5842141,806,185
5646693,803,186
5723529,801,187
5814523,799,188
5823935,799,188
5854121,799,188
5859402,791,191
5769908,788,192
5861354,781,193
5837288,776,194
5760789,774,195
5395,774,195
5304,774,195
5884349,773,198
5528051,771,199
5804023,770,200
5810672,769,201
5789668,768,202
5747405,768,202
5780297,764,204
5838938,764,204
5598854,762,206
6938,761,207
5838935,760,208
5692864,759,209
5885417,759,209
5811708,758,211
5873417,755,212
5823778,753,213
5816175,752,214
5697446,745,215
5873654,744,216
5737880,741,217
5695532,739,218
5881332,739,218
5727536,737,220
5625247,734,221
5861279,733,222
4621,732,223
39918,728,224
4185,727,225
4958,725,226
5893947,720,227
5877489,718,228
5848910,714,229
5830317,713,230
5884355,713,230
5687155,713,230
5869144,711,233
5650457,710,234
19162,709,235
5802165,708,236
5779406,705,237
5748205,701,238
5866959,701,238
5724230,700,240
5861590,695,241
5859329,693,242
5884369,693,242
5764714,692,244
5859406,691,245
5809288,689,246
5810083,688,247
5854897,687,248
5864626,685,249
5689471,683,250
5823936,683,250
5859418,682,252
5750301,681,253
5686083,681,253
5574996,680,255
5692888,679,256
5730206,677,257
5833332,676,258
37987,674,259
5820072,673,260
5824613,669,261
5826185,667,262
5861988,663,263
5837290,660,264
5652774,657,265
5770050,656,266
5550302,654,267
5626878,652,268
5867188,652,268
5857007,652,268
5789670,652,268
5677422,651,272
5635073,648,273
5754991,646,274
5867043,640,275
5814042,638,276
5869136,638,276
5022,637,278
5676287,637,278
5885416,636,280
5784897,636,280
5751742,635,282
5700842,634,283
5880201,634,283
5835755,629,285
5836842,629,285
5549838,627,287
5693593,625,288
5526,623,289
5802437,622,290
5598320,622,290
5747406,621,292
5808510,620,293
5561044,619,294
5832416,618,295
5861277,618,295
5549842,614,297
5735268,613,298
5742415,612,299
5570246,612,299
5742957,611,301
5877603,608,302
5746848,607,303
5859412,607,303
5877529,607,303
5864851,606,306
5877211,606,306
5885419,606,306
5808547,603,309
5856193,599,310
5764715,599,310
5877385,595,312
5863402,595,312
5746011,594,314
5883815,594,314
5655060,593,316
5809108,593,316
5745714,591,318
5665855,587,319
5676286,586,320
5833325,586,320
5753479,586,320
5708350,584,323
5798929,584,323
5809729,583,325
5622677,583,325
5855332,580,327
5769926,579,328
5793704,579,328
5869155,579,328
5854827,579,328
5699414,577,332
5866960,576,333
5802651,571,334
5759491,571,334
5818394,570,336
5841195,569,337
5585658,568,338
7652,567,339
5819639,565,340
5877492,565,340
5887687,564,342
5804261,562,343
5463,559,344
5820746,558,345
5774340,557,346
5620924,553,347
5796819,553,347
5833319,551,349
5834732,550,350
5870111,550,350
5877599,549,352
5732026,548,353
5770041,547,354
5739901,547,354
5846436,545,356
5869151,543,357
5816919,542,358
5688837,542,358
5843545,542,358
5692863,539,361
5854107,539,361
37457,539,361
5848407,537,364
5745720,537,364
5662699,536,366
5866559,536,366
5749199,533,368
5608703,531,369
5686278,530,370
5628025,529,371
5841297,528,372
5837618,526,373
5809871,525,374
5771964,524,375
5550700,523,376
5748490,523,376
5723490,522,378
5815653,522,378
5771615,521,380
5584836,520,381
5761297,520,381
5865800,520,381
5854828,520,381
5649213,519,385
5704386,518,386
5855508,516,387
5706479,514,388
5877496,514,388
5773607,514,388
5714119,514,388
5747146,513,392
5635068,513,392
5804014,512,394
5770022,510,395
16198,510,395
5813819,510,395
5677025,508,398
5735080,507,399
5876926,507,399
5878923,506,401
5697463,505,402
5885415,505,402
5747404,505,402
5823769,504,405
6940,504,405
5868559,503,407
47610,502,408
5688124,502,408
5549834,502,408
5875317,501,411
5618276,501,411
5866166,500,413
5807747,500,413
5686079,498,415
5787849,498,415
5896421,498,415
5775982,496,418
5587740,495,419
5841298,495,419
5887003,494,421
5877612,494,421
5770053,493,423
5854832,493,423
5833335,492,425
5848908,490,426
5885376,490,426
5861278,489,428
5820774,489,428
4986,488,430
5772167,487,431
5809303,487,431
5843748,487,431
5780720,486,434
5855282,484,435
5850569,484,435
5651702,484,435
5700096,484,435
5677451,484,435
5677463,483,440
5646861,483,440
5869135,482,442
5723496,480,443
5817702,480,443
5808501,480,443
5740015,479,446
5896420,478,447
5745715,477,448
8098,477,448
5847328,477,448
5858652,475,451
5820773,474,452
5560994,471,453
5886558,471,453
5866135,471,453
5677462,470,456
5884000,469,457
5767495,468,458
5884578,468,458
5868476,468,458
5774072,467,461
4962,467,461
5867042,466,463
5894927,466,463
5873656,465,465
5746899,465,465
5745711,465,465
5878151,464,468
5849034,463,469
4938,462,470
5847854,462,470
5707019,461,472
5774240,460,473
5885422,459,474
5859403,459,474
5809116,458,476
5849915,458,476
5379,458,476
5857677,457,479
5869139,457,479
5877490,455,481
5823937,454,482
5708678,454,482
5704370,454,482
5766390,453,485
5875296,453,485
5635098,453,485
5700088,451,488
5787479,450,489
5556134,449,490
5748491,449,490
5873655,449,490
5759913,448,493
5788435,447,494
5843546,447,494
5814066,447,494
5635072,445,497
5868795,444,498
5561064,444,498
5755861,443,500
5760096,443,500
5824600,443,500
5729897,442,503
5723518,441,504
5875273,441,504
5784085,441,504
5795702,440,507
5875511,439,508
5772164,439,508
5747147,438,510
5676828,437,511
42184,437,511
5793262,437,511
5885421,436,514
5875513,436,514
5867181,435,516
5780830,434,517
5405,434,517
5646823,433,519
5838846,433,519
5819634,432,521
5739097,432,521
5772165,429,523
5847863,429,523
5774328,429,523
5635086,429,523
5693501,428,527
5532,428,527
5726236,428,527
5696341,428,527
5809728,427,531
5766979,427,531
5855118,427,531
5804462,427,531
5839239,427,531
5816413,426,536
6978,426,536
5001,425,538
5700053,425,538
5819127,425,538
5887002,424,541
5743974,424,541
5814516,423,543
5536916,423,543
5743947,423,543
5621738,422,546
5676936,422,546
5670001,422,546
5854829,419,549
5836204,418,550
5308,416,551
5771961,416,551
5791010,415,553
5833326,415,553
5739491,414,555
5834159,413,556
5805493,412,557
5674484,412,557
5848901,411,559
5689469,411,559
5816173,411,559
5649302,410,562
5861342,410,562
5696173,409,564
5809616,408,565
9139,408,565
8071,408,565
5723523,407,568
5768786,407,568
5812120,406,570
5810081,406,570
5808567,406,570
5776130,405,573
5858981,405,573
5836488,403,575
5654959,403,575
5711069,402,577
5810903,402,577
5888100,402,577
5815660,402,577
5560760,402,577
3936,400,582
5816171,400,582
5876927,399,584
5754854,398,585
5677055,398,585
5696902,397,587
5581,397,587
27762,397,587
5877493,397,587
5864993,397,587
5584844,396,592
5739036,394,593
5864850,394,593
5591314,393,595
5870367,393,595
5767004,393,595
5866173,392,598
5786549,391,599
5850568,391,599
5807805,390,601
5749149,390,601
5375,390,601
5842668,388,604
5681704,387,605
3762,387,605
5852648,387,605
5824196,387,605
5822650,386,609
5854882,386,609
5877528,384,611
5879278,383,612
5774337,383,612
5614842,382,614
5809295,381,615
5736312,381,615
5861785,381,615
5635084,381,615
5896414,381,615
5814515,379,620
5550686,378,621
5867161,378,621
5756126,378,621
5742717,378,621
5889624,378,621
5854899,377,626
5770051,376,627
5823646,376,627
5848081,376,627
5782037,376,627
5835924,375,631
5649301,375,631
5769927,375,631
5613538,374,634
5688840,374,634
5696306,374,634
5876729,374,634
5814520,374,634
5745312,374,634
5651973,373,640
5815167,373,640
5412,372,642
5808333,372,642
5888096,372,642
5896418,372,642
5885378,371,646
5622687,371,646
5883779,371,646
5801816,371,646
5889621,370,650
5815732,370,650
5809921,370,650
5827357,370,650
59003,370,650
5834157,369,655
5813840,369,655
5879288,369,655
5733775,368,658
5766595,368,658
5542414,367,660
5788436,367,660
5840114,366,662
5773606,366,662
5830559,366,662
6817,365,665
5776132,365,665
5766980,365,665
5699801,364,668
5676285,364,668
5770995,364,668
5749719,363,671
5769912,363,671
5813498,363,671
5819637,362,674
5699797,362,674
5754158,362,674
5862589,362,674
5310,362,674
5838655,361,679
5797965,361,679
5855117,360,681
5859462,360,681
5650627,359,683
5758961,359,683
5799893,358,685
5834160,358,685
5861271,358,685
5843569,358,685
5692891,357,689
5847343,357,689
5833322,356,691
5584838,356,691
4600,356,691
5664641,356,691
5829067,356,691
5700843,356,691
5466,355,697
5700855,354,698
5759382,353,699
5756761,353,699
5844342,353,699
5807855,353,699
5789669,353,699
5820777,352,704
5858501,352,704
5751384,352,704
5635067,351,707
5870366,351,707
5853689,351,707
5788122,351,707
36406,351,707
5818392,350,712
5756151,350,712
5833323,350,712
5712801,350,712
5724622,350,712
5677479,349,717
5814813,349,717
5848907,349,717
7681,349,717
4229,348,721
5699074,348,721
5714240,347,723
5793266,347,723
5861786,347,723
5854900,346,726
5650431,346,726
5755171,345,728
5866174,345,728
5810480,345,728
5816177,345,728
5723501,344,732
5793703,344,732
5670326,344,732
5677604,344,732
5778108,343,736
5816918,343,736
5827009,343,736
5024,342,739
5840367,342,739
5756127,342,739
5776129,342,739
5615234,342,739
5820751,342,739
5836837,341,745
5342,341,745
5565820,341,745
5861724,341,745
5635099,341,745
5775987,340,750
5809861,340,750
5770385,340,750
5865791,340,750
5839703,339,754
6731,339,754
5724563,339,754
5746846,338,757
5857192,338,757
5814047,338,757
5813492,337,760
5752939,337,760
5378,336,762
5689728,336,762
5809227,335,764
5677045,335,764
5677037,335,764
5587652,335,764
20917,334,768
5723488,334,768
5677989,334,768
5730212,334,768
6942,334,768
5839667,333,773
5883100,332,774
5811668,332,774
5808487,331,776
5820073,331,776
5844760,331,776
59974,331,776
5670334,330,780
5867160,330,780
5730521,330,780
5695527,330,780
59975,330,780
5677224,330,780
5587648,329,786
5767806,329,786
5650614,329,786
5814592,328,789
47612,328,789
5875286,328,789
5802650,327,792
20921,327,792
5738763,326,794
5804016,326,794
5772285,326,794
5697534,325,797
5696227,325,797
5764638,324,799
5834736,324,799
37446,324,799
5596128,324,799
5700035,323,803
5818481,323,803
5855018,323,803
5687131,323,803
5808495,323,803
5853035,322,808
5706781,321,809
5760360,320,810
5858967,320,810
5820790,319,812
5700502,319,812
5712451,319,812
5815571,319,812
5852392,319,812
5790689,319,812
4810,318,818
5837619,318,818
5629987,318,818
5876800,318,818
5861620,317,822
5861554,316,823
5830655,316,823
5829707,316,823
5869143,316,823
5845204,316,823
5861999,315,828
5866193,315,828
5827008,315,828
5844670,315,828
5588610,314,832
5658568,314,832
5732028,314,832
5767012,314,832
5744388,313,836
5649238,313,836
5888062,313,836
5784039,312,839
5596370,312,839
5875509,312,839
5815036,312,839
5729864,311,843
5803082,311,843
5724305,311,843
5800917,310,846
5584840,310,846
5799895,310,846
5896423,310,846
86007,309,850
5813493,309,850
5848387,309,850
5745713,309,850
5827356,309,850
5864630,309,850
5876797,308,856
5823779,308,856
5800918,308,856
5885387,308,856
5745826,308,856
5697533,308,856
5704997,308,856
5724506,307,863
5884353,307,863
5785651,307,863
5883342,307,863
5568054,307,863
5855095,307,863
5854823,307,863
5745314,306,870
5814533,306,870
5677038,306,870
5826989,306,870
5746386,305,874
5883344,304,875
5843749,304,875
5885586,304,875
5814050,304,875
5652771,304,875
5646937,304,875
5877462,302,881
5619862,302,881
5550828,302,881
5672063,302,881
5877382,302,881
5819638,301,886
5798924,301,886
5749735,301,886
5739989,301,886
6174,301,886
5691024,301,886
5705002,301,886
5568210,301,886
59976,301,886
5727535,300,895
5869152,300,895
5700039,300,895
5885305,300,895
5863841,299,899
5685340,299,899
5865793,299,899
5845360,299,899
5801046,298,903
15736,298,903
5861734,298,903
5703767,298,903
5839674,298,903
5811798,298,903
5759180,297,909
5758984,297,909
5685798,297,909
5808546,297,909
5773594,297,909
5786620,296,914
5732030,296,914
5695529,296,914
5731808,296,914
5692024,296,914
5865795,296,914
5839700,296,914
5651725,295,921
5756152,295,921
5808332,295,921
5893679,295,921
5896788,294,925
5818396,294,925
5868465,294,925
5760783,294,925
5726464,293,929
5801116,293,929
5716844,293,929
5864852,293,929
5826417,293,929
5550110,292,934
5569506,292,934
5857673,292,934
5726400,292,934
5706157,292,934
5599264,291,939
5852897,291,939
8200,291,939
5738759,290,942
5799896,290,942
41964,289,944
5873078,289,944
5760765,289,944
5788438,289,944
5859407,288,948
5657303,288,948
5588,288,948
5739057,287,951
5858353,287,951
5770042,287,951
59996,287,951
5796979,287,951
5587,287,951
5745313,286,957
5850619,286,957
5813063,286,957
5839048,286,957
5781044,285,961
5619864,285,961
5861763,285,961
5872979,285,961
5791012,285,961
5567930,285,961
5842316,285,961
5877597,284,968
5848388,284,968
5809541,284,968
5819125,284,968
5658569,284,968
5787963,284,968
36236,284,968
5651974,283,975
5646091,283,975
5700068,283,975
5877488,283,975
5784983,282,979
5820764,282,979
5692463,282,979
5635097,281,982
5811796,281,982
5713017,281,982
5770067,280,985
5953,280,985
5687159,280,985
5620510,280,985
5639721,280,985
5871336,280,985
5846568,280,985
5788127,279,992
5790562,279,992
5819232,279,992
5687529,279,992
5867030,279,992
5541652,279,992
5847361,279,992
5833327,279,992
5682469,278,1000
5765554,278,1000
5809267,278,1000
5784040,278,1000
5889632,278,1000
5744018,278,1000
5689735,278,1000
5838084,278,1000
5635074,278,1000
5677366,277,1009
5715532,277,1009
5785653,277,1009
5884350,276,1012
5820745,276,1012
5856192,275,1014
5881775,275,1014
5843786,275,1014
5724641,275,1014
5847434,274,1018
5836519,274,1018
5723528,274,1018
5868410,274,1018
5759385,274,1018
5681705,274,1018
5694628,273,1024
5620923,273,1024
5570258,273,1024
5804262,273,1024
5768982,273,1024
5773181,273,1024
5751219,273,1024
5787018,273,1024
5758946,273,1024
5814522,272,1033
5838713,272,1033
5663027,272,1033
6737,271,1036
5706487,271,1036
5677465,271,1036
5830626,271,1036
5723509,270,1040
5859478,270,1040
5677426,270,1040
5629988,269,1043
5882786,269,1043
5772471,269,1043
5742414,268,1046
5796976,268,1046
5879282,268,1046
5649207,268,1046
5875429,268,1046
5570244,268,1046
5835856,267,1052
5665856,267,1052
5734757,267,1052
5724662,267,1052
5795703,266,1056
5803692,266,1056
5842317,266,1056
5880205,266,1056
5700487,265,1060
5706784,265,1060
5564074,265,1060
5863095,265,1060
5866963,265,1060
5834649,265,1060
5689,265,1060
5797133,265,1060
5896428,265,1060
5739124,264,1069
5844320,264,1069
5810037,264,1069
5687319,264,1069
5772168,264,1069
5850622,264,1069
5773379,263,1075
5836517,263,1075
5845355,263,1075
16712,263,1075
5854896,263,1075
5565282,263,1075
5833330,263,1075
5754899,262,1082
5655256,262,1082
5657300,262,1082
5780293,262,1082
5850620,262,1082
5859480,262,1082
5802440,261,1088
5854901,261,1088
5635128,261,1088
4200,261,1088
5041,261,1088
5850320,261,1088
5896430,261,1088
5821097,260,1095
5847335,260,1095
5731119,260,1095
5684669,260,1095
5815633,260,1095
5849718,260,1095
5712836,260,1095
5836514,259,1102
5877797,259,1102
5798922,259,1102
27759,259,1102
5609124,259,1102
5845399,258,1107
5867185,258,1107
5704613,258,1107
5869147,258,1107
5724609,258,1107
5855130,258,1107
5759388,258,1107
5758963,258,1107
5795701,258,1107
5678035,258,1107
5787964,257,1117
5739030,257,1117
5773124,257,1117
5830538,257,1117
5782039,257,1117
5746400,256,1122
5847433,256,1122
5823970,256,1122
39956,256,1122
5737879,256,1122
5850570,255,1127
5864839,254,1128
5811447,254,1128
5773376,254,1128
5549840,254,1128
5804466,254,1128
5826988,254,1128
5830633,254,1128
5807862,254,1128
5844362,253,1136
5848925,253,1136
5879618,253,1136
5635100,253,1136
5835161,253,1136
5857359,253,1136
5804819,253,1136
5808322,252,1143
5827480,252,1143
5833329,252,1143
5896429,252,1143
5835150,252,1143
5771967,251,1148
5816384,251,1148
5839657,251,1148
5587760,251,1148
5696146,251,1148
5839650,251,1148
5694639,251,1148
5837228,250,1155
5842183,250,1155
5881773,250,1155
5650610,250,1155
5394,250,1155
5846817,250,1155
5700137,249,1161
5635090,249,1161
5773354,249,1161
4807,249,1161
5814841,249,1161
5603418,249,1161
5770059,249,1161
5885848,249,1161
5649726,249,1161
5859742,249,1161
5786619,248,1171
5837126,248,1171
5753942,248,1171
5880202,247,1174
5937,247,1174
5670323,247,1174
5693843,246,1177
5852638,246,1177
5873649,246,1177
5799041,246,1177
5712713,246,1177
5809888,246,1177
5769924,246,1177
24363,245,1184
5774342,245,1184
5811704,245,1184
5884033,245,1184
5856183,244,1188
5819273,244,1188
5564558,244,1188
5778934,244,1188
5813497,243,1192
5157,243,1192
5620922,243,1192
5808980,243,1192
5884580,243,1192
5820083,243,1192
5848115,243,1192
5884291,243,1192
5586024,242,1200
5840087,242,1200
5760766,242,1200
5586142,242,1200
5143,242,1200
5758509,242,1200
5845347,242,1200
5754149,241,1207
5767378,241,1207
5716845,241,1207
5393,241,1207
5869130,241,1207
5855333,241,1207
5754148,241,1207
38750,241,1207
5876062,241,1207
5723511,240,1216
5804667,240,1216
5787829,240,1216
5649305,240,1216
5858145,240,1216
5861595,240,1216
5835041,240,1216
5859484,240,1216
5677936,240,1216
5889625,239,1225
5785490,239,1225
5870666,239,1225
5622689,239,1225
5885307,239,1225
5854824,239,1225
5787014,239,1225
5885321,238,1232
5881427,238,1232
5826186,238,1232
5769986,238,1232
82253,238,1232
5835040,238,1232
5806552,238,1232
5830558,238,1232
26760,238,1232
5800916,237,1241
5878148,237,1241
5875719,237,1241
5563596,237,1241
5845350,237,1241
5883103,236,1246
5814045,236,1246
5587772,236,1246
5836489,236,1246
5704998,236,1246
5813414,236,1246
5778935,236,1246
5850378,236,1246
5857670,236,1246
5849555,236,1246
5635070,236,1246
5833331,235,1257
5699779,235,1257
5889631,235,1257
5635115,235,1257
5850626,235,1257
5635124,235,1257
5864736,235,1257
5864286,235,1257
5746635,235,1257
5875944,234,1266
4977,234,1266
5889623,234,1266
5563766,234,1266
5843737,234,1266
5809107,234,1266
5569518,233,1272
5802546,233,1272
5596230,233,1272
5884290,233,1272
5760763,233,1272
5885298,233,1272
5819894,233,1272
5867965,233,1272
5814049,233,1272
5814062,233,1272
5820770,232,1282
5867113,232,1282
5769913,232,1282
5694673,231,1285
5820753,231,1285
5622683,231,1285
5677990,230,1288
5786837,230,1288
5689725,230,1288
5814542,230,1288
5787022,230,1288
5837642,230,1288
4210,230,1288
5841728,230,1288
5846752,230,1288
5774237,230,1288
5760772,229,1298
4972,229,1298
5695642,229,1298
5880548,229,1298
5784898,229,1298
5786550,229,1298
5771971,229,1298
5809913,229,1298
5809617,228,1306
5845431,228,1306
5557810,228,1306
5676827,227,1309
5807101,227,1309
5677166,227,1309
5853686,227,1309
5760791,227,1309
5885381,227,1309
5859451,227,1309
5697461,227,1309
5888097,227,1309
5861731,227,1309
5870299,227,1309
5732016,227,1309
5815661,227,1309
5839314,227,1309
5847872,227,1309
5811799,227,1309
5885588,226,1325
5467,226,1325
5819231,226,1325
5814541,226,1325
5819109,226,1325
47611,226,1325
5847338,226,1325
5825587,226,1325
5786484,225,1333
5834738,225,1333
5877460,225,1333
5854837,225,1333
5549806,225,1333
5817690,225,1333
5587764,225,1333
5723410,225,1333
5813486,225,1333
5651723,224,1342
5646938,224,1342
5827368,224,1342
5844895,224,1342
5889634,224,1342
5814517,224,1342
5749198,224,1342
5765553,224,1342
5706830,224,1342
49674,224,1342
5888059,223,1352
5862563,223,1352
5814048,223,1352
5849997,223,1352
5816179,223,1352
5830937,223,1352
5654961,223,1352
5823772,223,1352
5815491,223,1352
5787037,223,1352
5767376,223,1352
5870959,223,1352
5802648,223,1352
5892290,222,1365
5742927,222,1365
5853631,222,1365
5700094,222,1365
5760785,222,1365
5887255,222,1365
5844907,222,1365
5889627,222,1365
5851621,222,1365
5713013,222,1365
5465,222,1365
5746051,221,1376
5729011,221,1376
5689127,221,1376
5831501,221,1376
5882654,221,1376
5864812,221,1376
5764750,221,1376
36548,220,1383
5854104,220,1383
5809165,220,1383
5687132,220,1383
5881433,220,1383
5763842,220,1383
5788426,220,1383
5819238,220,1383
5821094,220,1383
5755172,219,1392
6178,219,1392
5840113,219,1392
5792799,219,1392
5887584,219,1392
5889299,219,1392
5812118,219,1392
5705001,219,1392
5815658,219,1392
5773363,218,1401
5758952,218,1401
5739031,218,1401
5818397,218,1401
5677417,218,1401
5839720,218,1401
5854571,218,1401
5854833,218,1401
5827354,218,1401
5621591,218,1401
5706159,217,1411
5852597,217,1411
5886553,217,1411
5809868,217,1411
5838939,217,1411
5809734,217,1411
3865,217,1411
5809865,217,1411
5584,217,1411
5561510,217,1411
5587660,217,1411
5635114,217,1411
5676333,217,1411
5814830,217,1411
5889630,217,1411
5677376,216,1426
5838841,216,1426
5803297,216,1426
5649418,216,1426
5861154,216,1426
5633791,216,1426
5775520,216,1426
5813058,216,1426
5796098,216,1426
5834733,216,1426
5724282,216,1426
5851606,216,1426
5691026,215,1438
5834496,215,1438
5604425,215,1438
5622678,215,1438
5809323,215,1438
5810717,215,1438
5650591,215,1438
5745712,215,1438
5887575,215,1438
5753838,215,1438
5688130,215,1438
5739056,214,1449
5848678,214,1449
5957,214,1449
5798923,214,1449
5885592,214,1449
5880203,214,1449
5812119,213,1455
5810082,213,1455
5758032,213,1455
5843836,213,1455
5700140,213,1455
5802725,212,1460
5839642,212,1460
5697541,212,1460
5854831,212,1460
5841326,212,1460
5784096,212,1460
5814519,212,1460
5887570,212,1460
5703723,212,1460
5833116,212,1460
5814040,212,1460
5724293,212,1460
5839660,211,1472
5663269,211,1472
5804463,211,1472
5753480,210,1475
5873074,210,1475
5790362,210,1475
5841842,210,1475
5788522,210,1475
5767950,210,1475
5814879,210,1475
6626,210,1475
5853322,210,1475
5839671,210,1475
5635117,210,1475
6506,209,1486
5857277,209,1486
5663276,209,1486
5827488,209,1486
5867159,209,1486
6846,209,1486
5525253,209,1486
5863843,209,1486
5795273,209,1486
5843750,208,1495
5862295,208,1495
5550178,208,1495
5877486,208,1495
5724504,208,1495
5854840,208,1495
5788779,208,1495
5745264,208,1495
5870867,208,1495
5816396,208,1495
5723225,208,1495
5809249,208,1495
5877455,208,1495
5853321,208,1495
5704385,208,1495
5809908,208,1495
5829353,208,1495
5680823,207,1512
5865798,207,1512
5888544,207,1512
5800919,207,1512
5773329,207,1512
5697454,207,1512
5864992,207,1512
5877391,207,1512
5884006,207,1512
5802449,207,1512
5697018,207,1512
5635085,207,1512
5877796,207,1512
5851884,207,1512
5825033,207,1512
5895910,207,1512
5880549,206,1528
5700075,206,1528
5724507,206,1528
5824192,206,1528
5774352,206,1528
5819111,206,1528
5857669,206,1528
5838937,206,1528
5755859,206,1528
5754160,206,1528
5830275,206,1528
5773173,205,1539
6534,205,1539
5760338,205,1539
5809225,205,1539
5882787,205,1539
5691770,205,1539
5885380,205,1539
5732020,205,1539
5884034,205,1539
5788736,204,1548
5875508,204,1548
5870668,204,1548
5635111,204,1548
5845432,204,1548
5844359,204,1548
5875432,204,1548
5859206,204,1548
5779821,204,1548
5650160,204,1548
5713294,204,1548
5812923,204,1548
5820776,204,1548
5769717,203,1561
5785454,203,1561
5797799,203,1561
5802446,203,1561
5861762,203,1561
5811764,203,1561
5759346,203,1561
5885390,203,1561
5836156,203,1561
5802724,203,1561
5896712,203,1561
5778307,203,1561
5704411,203,1561
5769287,203,1561
5819352,202,1575
5731811,202,1575
5671878,202,1575
5857005,202,1575
5489,202,1575
36237,202,1575
5817680,202,1575
5848274,202,1575
5774893,201,1583
5560970,201,1583
5793760,201,1583
5839702,201,1583
5884012,201,1583
5833321,201,1583
5809230,201,1583
5758522,201,1583
5810674,201,1583
5797963,201,1583
5817152,201,1583
5687483,201,1583
5813065,201,1583
5635127,201,1583
5649214,200,1597
5809321,200,1597
5896158,200,1597
5655023,200,1597
5862943,200,1597
5881776,200,1597
5649849,200,1597
5866161,200,1597
58490,200,1597
5780032,200,1597
5796983,200,1597
5774880,200,1597
5849879,200,1597
5809880,200,1597
5832415,199,1611
5743740,199,1611
5881519,199,1611
5755165,199,1611
5723494,199,1611
5789667,199,1611
5866553,199,1611
4768,199,1611
5861600,199,1611
5809229,199,1611
5789615,199,1611
3945,199,1611
5716843,199,1611
5859410,198,1624
4841,198,1624
5814828,198,1624
5884354,198,1624
5696900,198,1624
5790561,198,1624
5809855,198,1624
5754159,198,1624
5746974,198,1624
5859470,198,1624
5889300,198,1624
5812138,198,1624
7891,197,1636
5551226,197,1636
5763380,197,1636
5854478,197,1636
5814831,197,1636
4967,197,1636
59995,197,1636
5867073,197,1636
5775176,196,1644
5756762,196,1644
5855129,196,1644
59004,196,1644
5775795,196,1644
5809869,196,1644
5809261,196,1644
5635116,196,1644
5862564,196,1644
5847351,196,1644
5773381,196,1644
5758958,196,1644
5859405,196,1644
5699795,196,1644
5635087,196,1644
5856825,196,1644
5773351,195,1660
5774872,195,1660
5857674,195,1660
